Wall time,Step,Value
1520910832.522266,5,0.3920990228652954
1520910833.568594,8,0.3268376290798187
1520910837.411487,17,0.2062503695487976
1520910839.271905,21,0.17252463102340698
1520910839.870526,24,0.15801368653774261
1520910841.487903,29,0.1334240734577179
1520910845.269796,38,0.10277467966079712
1520910846.802594,42,0.09723550826311111
1520910850.785928,54,0.08121868968009949
1520910852.198866,56,0.07579866051673889
1520910852.358645,57,0.07914991676807404
1520910852.802588,59,0.07999756932258606
1520910857.753198,70,0.05831791087985039
1520910861.667688,81,0.0457361601293087
1520910861.896291,82,0.049936555325984955
1520910862.111075,83,0.06471489369869232
1520910863.825623,87,0.04308552294969559
1520910865.037959,90,0.03972417861223221
1520910865.2251,91,0.038497816771268845
1520910870.864356,105,0.033368971198797226
1520910871.101646,106,0.03973129391670227
1520910871.263081,107,0.0321224108338356
1520910878.52642,126,0.03473047539591789
1520910879.131963,129,0.025467053055763245
1520910880.708755,132,0.026165718212723732
1520910880.896064,133,0.025137245655059814
1520910884.120251,142,0.02372146025300026
1520910891.360447,161,0.018331315368413925
1520910894.882936,170,0.01781846582889557
1520910895.80947,174,0.018055133521556854
1520910896.750226,175,0.017530880868434906
1520910899.441055,184,0.01631855219602585
1520910900.642325,185,0.019062917679548264
1520910901.212827,188,0.016772828996181488
1520910902.948104,193,0.01759346015751362
1520910903.148141,194,0.01573311537504196
1520910906.125735,200,0.014289585873484612
1520910911.686177,215,0.01473433431237936
1520910912.53492,219,0.01337370090186596
1520910913.713209,220,0.01365007646381855
1520910914.23131,223,0.013894014060497284
1520910914.413389,224,0.022864706814289093
1520910916.096602,229,0.01299569383263588
1520910919.327689,235,0.013049536384642124
1520910919.541977,236,0.014060888439416885
1520910919.764357,237,0.013628235086798668
1520910921.558853,242,0.011451803147792816
1520910923.059335,245,0.09475980699062347
1520910923.561382,247,0.015599423088133335
1520910929.552537,264,0.010871918871998787
1520910934.104446,275,0.011769404634833336
1520910935.979889,280,0.01129019446671009
1520910938.329588,288,0.011766459792852402
1520910940.410645,292,0.008852890692651272
1520910942.232704,297,0.022251460701227188
1520910942.670403,299,0.054283611476421356
1520910943.843816,300,0.010083109140396118
1520910944.254629,302,0.011132756248116493
1520910947.820252,312,0.009861837141215801
1520910948.199179,314,0.02004445716738701
1520910953.803125,328,0.011156614869832993
1520910955.517619,331,0.008179854601621628
1520910956.161054,334,0.009460559114813805
1520910957.168579,335,0.009938125498592854
1520910959.145645,340,0.03931937739253044
1520910959.370249,341,0.009344631806015968
1520910960.841226,345,0.010054895654320717
1520910961.305494,347,0.007220269646495581
1520910961.471769,348,0.018294043838977814
1520910965.183407,357,0.011521209962666035
1520910966.530518,360,0.007300525438040495
1520910968.601104,366,0.010122697800397873
1520910968.84006,367,0.0069549959152936935
1520910969.056643,368,0.0070303333923220634
1520910969.404503,369,0.015982579439878464
1520910970.594978,371,0.007435629144310951
1520910972.21778,375,0.014129960909485817
1520910972.983968,379,0.006802602205425501
1520910974.126959,380,0.007598792668431997
1520910974.794688,383,0.00738505506888032
1520910975.009966,384,0.007618107832968235
1520910976.017925,385,0.012563860043883324
1520910980.11468,397,0.008916625753045082
1520910981.674757,401,0.011682484298944473
1520910981.828661,402,0.02445194683969021
1520910984.149796,409,0.009693228639662266
1520910985.408461,411,0.005442872643470764
1520910990.442318,425,0.027310863137245178
1520910992.478021,431,0.016077741980552673
1520910993.122921,434,0.006124725565314293
1520910994.882906,438,0.005777749698609114
1520910996.715566,443,0.03964575007557869
1520910996.911774,444,0.006556656211614609
1520910998.217356,446,0.03474605083465576
1520911001.708468,455,0.007426345255225897
1520911009.376458,477,0.007340596057474613
1520911012.854636,488,0.005591975525021553
1520911014.673957,493,0.021002450957894325
1520911016.007036,496,0.006672657560557127
1520911019.617747,506,0.0095162782818079
1520911021.453181,512,0.005102011375129223
1520911021.605548,513,0.015195389278233051
1520911021.78406,514,0.005095035303384066
1520911023.214501,517,0.008749546483159065
1520911025.185781,523,0.016923243179917336
1520911025.341746,524,0.005763417109847069
1520911028.257538,531,0.004684795625507832
1520911029.93312,536,0.01522722840309143
1520911030.514848,539,0.004913198295980692
1520911035.454407,550,0.005084233358502388
1520911035.608983,551,0.00830193143337965
1520911035.794532,552,0.004763498902320862
1520911035.985986,553,0.005278461612761021
1520911039.843999,563,0.0045293900184333324
1520911042.919997,571,0.02763921022415161
1520911043.226932,573,0.004437938332557678
1520911044.719587,576,0.006194652523845434
1520911044.874869,577,0.004283025860786438
1520911046.117462,580,0.004482080228626728
1520911047.958048,586,0.011223508045077324
1520911048.315773,588,0.034781791269779205
1520911049.807716,592,0.007794844452291727
1520911053.309324,602,0.005409532692283392
1520911054.538282,605,0.0035872645676136017
1520911054.892608,607,0.003578025382012129
1520911056.342716,611,0.0034953411668539047
1520911056.951031,614,0.005181234795600176
1520911062.368579,628,0.01785016432404518
1520911065.479044,637,0.0040656803175807
1520911067.492629,643,0.006772269494831562
1520911069.186697,649,0.0037688477896153927
1520911070.254692,651,0.012688730843365192
1520911072.409217,657,0.0035008629783988
1520911072.757877,659,0.005339439492672682
1520911073.657236,660,0.0037925569340586662
1520911074.23329,663,0.009943333454430103
1520911074.44503,664,0.011294697411358356
1520911075.7971,666,0.027201073244214058
