Wall time,Step,Value
1520910832.522266,5,0.516523003578186
1520910833.568594,8,0.7045100927352905
1520910837.411487,17,0.4559691846370697
1520910839.271905,21,0.5636672377586365
1520910839.870526,24,0.3284313678741455
1520910841.487903,29,0.37216827273368835
1520910845.269796,38,0.669914722442627
1520910846.802594,42,0.5133531093597412
1520910850.785928,54,0.5597015023231506
1520910852.198866,56,0.6432247161865234
1520910852.358645,57,0.40992793440818787
1520910852.802588,59,0.30929625034332275
1520910857.753198,70,0.8096192479133606
1520910861.667688,81,0.771276593208313
1520910861.896291,82,0.5413711667060852
1520910862.111075,83,0.7805405259132385
1520910863.825623,87,0.6907216310501099
1520910865.037959,90,0.6846070885658264
1520910865.2251,91,0.7918660044670105
1520910870.864356,105,0.913941502571106
1520910871.101646,106,0.6157782673835754
1520910871.263081,107,0.6495726108551025
1520910878.52642,126,0.8201249837875366
1520910879.131963,129,0.668779730796814
1520910880.708755,132,0.7291361689567566
1520910880.896064,133,0.8165374398231506
1520910884.120251,142,0.757957935333252
1520910891.360447,161,0.7625899314880371
1520910894.882936,170,0.7698519229888916
1520910895.80947,174,0.7653213739395142
1520910896.750226,175,0.896774172782898
1520910899.441055,184,0.7124463319778442
1520910900.642325,185,0.5489749312400818
1520910901.212827,188,0.710659921169281
1520910902.948104,193,0.8308489918708801
1520910903.148141,194,0.7267080545425415
1520910906.125735,200,0.8025209903717041
1520910911.686177,215,0.7930282950401306
1520910912.53492,219,0.7559395432472229
1520910913.713209,220,0.7757909297943115
1520910914.23131,223,0.5240641832351685
1520910914.413389,224,0.8373767137527466
1520910916.096602,229,0.7250995635986328
1520910919.327689,235,0.5590062141418457
1520910919.541977,236,0.8207237124443054
1520910919.764357,237,0.8658823370933533
1520910921.558853,242,0.8167539238929749
1520910923.059335,245,0.6726250052452087
1520910923.561382,247,0.7704667448997498
1520910929.552537,264,0.6925795078277588
1520910934.104446,275,0.4881209433078766
1520910935.979889,280,0.7477744817733765
1520910938.329588,288,0.616467297077179
1520910940.410645,292,0.7815126180648804
1520910942.232704,297,0.3694627583026886
1520910942.670403,299,0.9067362546920776
1520910943.843816,300,0.6939535140991211
1520910944.254629,302,0.7411764860153198
1520910947.820252,312,0.7666666507720947
1520910948.199179,314,0.9219435453414917
1520910953.803125,328,0.768878698348999
1520910955.517619,331,0.8277857899665833
1520910956.161054,334,0.6385809183120728
1520910957.168579,335,0.5757071375846863
1520910959.145645,340,0.9053358435630798
1520910959.370249,341,0.8559602499008179
1520910960.841226,345,0.8396638631820679
1520910961.305494,347,0.7044534087181091
1520910961.471769,348,0.8204749822616577
1520910965.183407,357,0.8709016442298889
1520910966.530518,360,0.732467532157898
1520910968.601104,366,0.8346101641654968
1520910968.84006,367,0.7323076725006104
1520910969.056643,368,0.6486486196517944
1520910969.404503,369,0.8711706399917603
1520910970.594978,371,0.765357494354248
1520910972.21778,375,0.7771573662757874
1520910972.983968,379,0.7795698642730713
1520910974.126959,380,0.7209302186965942
1520910974.794688,383,0.637499988079071
1520910975.009966,384,0.6906906962394714
1520910976.017925,385,0.5635411739349365
1520910980.11468,397,0.7311521768569946
1520910981.674757,401,0.8166189193725586
1520910981.828661,402,0.5834495425224304
1520910984.149796,409,0.8098710179328918
1520910985.408461,411,0.8925619721412659
1520910990.442318,425,0.7384282350540161
1520910992.478021,431,0.7190547585487366
1520910993.122921,434,0.6111801266670227
1520910994.882906,438,0.6765578389167786
1520910996.715566,443,0.42742857336997986
1520910996.911774,444,0.5827338099479675
1520910998.217356,446,0.642654299736023
1520911001.708468,455,0.49643367528915405
1520911009.376458,477,0.7724137902259827
1520911012.854636,488,0.8317152261734009
1520911014.673957,493,0.8653608560562134
1520911016.007036,496,0.8784028887748718
1520911019.617747,506,0.8982677459716797
1520911021.453181,512,0.662420392036438
1520911021.605548,513,0.8757321238517761
1520911021.78406,514,0.6468842625617981
1520911023.214501,517,0.6401425004005432
1520911025.185781,523,0.5340189933776855
1520911025.341746,524,0.7467532753944397
1520911028.257538,531,0.8654970526695251
1520911029.93312,536,0.9024069905281067
1520911030.514848,539,0.7946127653121948
1520911035.454407,550,0.5303643941879272
1520911035.608983,551,0.8393782377243042
1520911035.794532,552,0.7395411729812622
1520911035.985986,553,0.5531914830207825
1520911039.843999,563,0.6181818246841431
1520911042.919997,571,0.8181150555610657
1520911043.226932,573,0.6202531456947327
1520911044.719587,576,0.6982758641242981
1520911044.874869,577,0.6426593065261841
1520911046.117462,580,0.5402843356132507
1520911047.958048,586,0.5555555820465088
1520911048.315773,588,0.0
1520911049.807716,592,0.5414012670516968
1520911053.309324,602,0.7623888254165649
1520911054.538282,605,0.9093904495239258
1520911054.892608,607,0.8421052694320679
1520911056.342716,611,0.7979274392127991
1520911056.951031,614,0.7798528671264648
1520911062.368579,628,0.7428063154220581
1520911065.479044,637,0.5894736647605896
1520911067.492629,643,0.7179999947547913
1520911069.186697,649,0.8065739274024963
1520911070.254692,651,0.6968472003936768
1520911072.409217,657,0.5201465487480164
1520911072.757877,659,0.7307692170143127
1520911073.657236,660,0.6490384340286255
1520911074.23329,663,0.7991675138473511
1520911074.44503,664,0.8356643319129944
1520911075.7971,666,0.8030303120613098
